//Cindy and the Cookie Stealing Ogre
//level2.dat Auto generated by the in-game Editor
player, position, 280, 280
time, 300
block3, 928, 2144
rocket, 2016, 224
rocket, 1440, 544
rocket, 2464, 448
rocket, 2112, 1152
rocket, 256, 1152
rocket, 1184, 1568
rocket, 256, 2016
rocket, 2080, 1952
ammo_machinegun, 2336, 2400
rocket, 2272, 2240
block3, 2016, 128
block3, 2048, 128
health, 320, 2016
fairy, 608, 704, 64
fairy, 480, 608, 55
fairy, 352, 640, 63
fairy, 512, 736, 64
fairy, 1152, 192, 81
fairy, 1024, 352, 78
fairy, 832, 192, 41
fairy, 1248, 416, 73
fairy, 1312, 224, 82
fairy, 1376, 96, 64
fairy, 1696, 544, 38
fairy, 1760, 704, 79
fairy, 1568, 704, 60
fairy, 2176, 672, 47
fairy, 2112, 768, 56
fairy, 2080, 800, 39
fairy, 2400, 160, 63
fairy, 2304, 288, 40
fairy, 2240, 128, 76
fairy, 2400, 256, 68
fairy, 2016, 384, 71
fairy, 2048, 64, 84
fairy, 1632, 64, 67
fairy, 1568, 160, 79
fairy, 1472, 320, 36
fairy, 1632, 416, 39
fairy, 1536, 448, 75
fairy, 1760, 864, 44
fairy, 1696, 1056, 62
fairy, 1088, 1472, 72
fairy, 1344, 1376, 52
fairy, 1568, 2080, 73
fairy, 1600, 2080, 66
fairy, 1632, 2112, 43
fairy, 1664, 2112, 65
fairy, 1696, 2112, 67
fairy, 1728, 2112, 59
fairy, 1760, 2112, 68
fairy, 1792, 2112, 65
fairy, 1824, 2112, 54
fairy, 1888, 2112, 66
fairy, 1920, 2112, 76
fairy, 1952, 2112, 63
fairy, 1984, 2112, 36
fairy, 2400, 1856, 37
fairy, 2400, 1824, 78
fairy, 2400, 1792, 60
fairy, 2368, 1792, 68
fairy, 2368, 1760, 57
fairy, 2336, 1760, 69
fairy, 2304, 1760, 42
fairy, 2272, 1760, 81
fairy, 2240, 1728, 71
fairy, 2208, 1728, 75
fairy, 2176, 1728, 78
fairy, 2144, 1728, 43
fairy, 2112, 1728, 81
fairy, 2080, 1760, 37
fairy, 2048, 1760, 38
fairy, 2016, 1760, 59
fairy, 1984, 1792, 74
fairy, 1952, 1792, 55
fairy, 1920, 1792, 36
fairy, 608, 1888, 37
fairy, 576, 1920, 65
fairy, 576, 1952, 72
fairy, 544, 1952, 38
fairy, 512, 1984, 70
fairy, 480, 1984, 80
fairy, 448, 2016, 41
fairy, 416, 2016, 79
fairy, 384, 2016, 49
fairy, 352, 2048, 57
fairy, 672, 2400, 67
fairy, 608, 2400, 39
fairy, 608, 2368, 82
fairy, 608, 2336, 57
fairy, 576, 2304, 82
fairy, 544, 2272, 82
fairy, 512, 2272, 78
fairy, 512, 2240, 72
fairy, 384, 2240, 83
fairy, 352, 2240, 40
fairy, 352, 2272, 59
fairy, 352, 2304, 52
fairy, 320, 2304, 69
fairy, 288, 2336, 39
fairy, 1536, 2304, 75
fairy, 1568, 2272, 81
fairy, 1600, 2240, 72
fairy, 1632, 2240, 41
fairy, 1664, 2240, 82
fairy, 1696, 2240, 45
fairy, 1728, 2272, 38
fairy, 928, 896, 84
fairy, 896, 928, 58
fairy, 864, 928, 50
fairy, 832, 960, 49
fairy, 800, 960, 78
fairy, 768, 960, 42
fairy, 736, 960, 40
fairy, 704, 960, 82
fairy, 672, 960, 68
fairy, 640, 960, 56
fairy, 640, 992, 84
fairy, 832, 32, 64
fairy, 320, 1216, 64
fairy, 448, 1120, 76
fairy, 416, 1344, 50
fairy, 416, 1376, 37
fairy, 416, 1408, 62
fairy, 416, 1440, 37
fairy, 64, 1472, 65
fairy, 672, 1600, 81
elf, 704, 1504, 42
elf, 672, 1504, 25
elf, 640, 1504, 33
elf, 608, 1472, 18
elf, 2464, 1472, 34
elf, 2432, 1472, 14
elf, 2400, 1504, 17
elf, 2368, 1504, 12
elf, 2336, 1504, 18
elf, 2304, 1504, 27
elf, 2240, 1504, 35
elf, 2208, 1504, 31
elf, 2176, 1504, 38
elf, 2176, 1312, 18
machinegun, 800, 288
rocket, 608, 576
flamethrower, 960, 512
flamethrower, 1984, 480
rocket, 1472, 32
health, 704, 1696
health, 1728, 2336
health, 832, 2144
grandma, 1312, 960, 1
health, 1024, 1024

