//Cindy and the Cookie Stealing Ogre
//level1.dat Auto generated by the in-game Editor
player, position, 280, 280
time, 300
elf, 960, 1280, 30
elf, 864, 1088, 12
elf, 960, 1664, 29
elf, 864, 1472, 34
elf, 640, 1664, 21
elf, 288, 1696, 19
elf, 128, 1632, 24
elf, 256, 1728, 11
elf, 160, 1760, 35
elf, 64, 1728, 13
elf, 224, 2016, 36
elf, 384, 1984, 13
elf, 448, 1952, 18
elf, 544, 1984, 42
elf, 544, 1952, 18
elf, 256, 1952, 18
elf, 128, 1920, 35
elf, 96, 2016, 18
elf, 0, 2144, 33
elf, 160, 2112, 35
elf, 192, 2176, 14
elf, 256, 1888, 15
elf, 256, 1792, 37
elf, 384, 1824, 28
elf, 448, 1632, 17
elf, 256, 1568, 36
elf, 416, 1664, 36
elf, 64, 1568, 27
elf, 480, 1760, 33
elf, 640, 1792, 21
elf, 576, 1728, 29
elf, 672, 2144, 17
elf, 416, 2176, 20
elf, 1440, 2368, 19
elf, 1312, 2464, 43
elf, 1152, 2400, 18
elf, 1056, 2464, 18
elf, 1184, 2144, 36
elf, 1376, 2208, 34
elf, 1280, 1984, 39
elf, 1024, 1856, 40
elf, 1344, 2080, 41
elf, 1920, 1888, 31
elf, 1728, 1856, 20
elf, 1792, 2080, 40
elf, 1696, 2144, 26
elf, 1792, 2336, 12
elf, 1728, 2432, 26
elf, 1856, 2496, 22
elf, 1984, 2400, 13
elf, 1888, 2368, 42
elf, 1792, 2400, 25
elf, 1952, 2528, 23
elf, 2432, 2464, 20
elf, 2336, 2272, 35
elf, 2432, 2208, 30
elf, 2336, 2400, 14
elf, 2336, 1920, 38
elf, 2304, 2048, 27
elf, 2496, 2016, 13
elf, 2336, 2176, 28
elf, 2048, 2176, 11
elf, 2112, 1376, 26
elf, 1856, 1376, 25
elf, 1792, 1056, 33
elf, 2144, 1280, 24
elf, 2048, 736, 10
elf, 1856, 512, 41
elf, 1056, 672, 15
elf, 2080, 288, 41
ammo_pistol, 1696, 1152
ammo_pistol, 2144, 1504
ammo_pistol, 1184, 2240
ammo_pistol, 1408, 1408
ammo_pistol, 1216, 1152
ammo_shotgun, 1216, 1344
elf, 1376, 1248, 17
elf, 1536, 1344, 25
elf, 1440, 544, 10
elf, 64, 448, 12
elf, 544, 32, 41
shotgun, 864, 992
shotgun, 288, 1824
pistol, 768, 1088
pistol, 1216, 32
health, 1760, 960
health, 608, 1440
test_sg, 800, 1344
ammo_machinegun, 512, 416
ammo_pistol, 128, 448
ammo_pistol, 832, 480
flamethrower, 1280, 704
rocket, 1024, 288
flamethrower, 1184, 1312
health, 1440, 1888
ammo_machinegun, 1536, 1632
rocket, 2400, 1440
rocket, 544, 2496

